Date of Offense,Time of Offense,Date Offense Reported,Report Year,Month,CCN,District,Block Location,Type of Hate Bias,Targeted Group,Top Offense Type,Address,gcode,lat,long,zipcodes
2020-10-09,913,2020-10-09,2020,10,20144337,4,1100 B/O Michigan Ave NE,Race,Black,Displaying Symbols,1100  Michigan Ave NE Washington DC,"Turkey Thicket Aquatic Center, 1100, Michigan Avenue Northeast, University Heights, Washington, District of Columbia, 20017, United States",38.9380885,-76.99281642240842,20017
2020-10-09,1505,2020-10-09,2020,10,20144486,3,1300 B/O Park Rd NW,Sexual Orientation,Not Reported,Threats,1300  Park Rd NW Washington DC,"1300, Park Road Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.931198,-77.029808,20010
2020-06-06,0,2020-10-12,2020,10,20145997,3,1300 B/O 13th St NW,Ethnicity/National Origin,Jewish,Simple Assault,1300  13th St NW Washington DC,"1300, 13th Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20005, United States",38.907363,-77.029726,20005
2020-10-03,1130,2020-10-13,2020,10,20146671,5,1800 B/O Kendall St NE,Gender Identity/Expression,Not Reported,ADW,1800  Kendall St NE Washington DC,"1800, Kendall St NE, Ivy City, Washington, District of Columbia, 20002, United States",38.911159,-76.985953,20002
2020-10-14,400,2020-10-14,2020,10,20146873,6,100 B/O 45th St NE,Sexual Orientation,Not Reported,Simple Assault,100  45th St NE Washington DC,"100, 45th Street Northeast, Capitol View, Washington, District of Columbia, 20019, United States",38.89124309547889,-76.93786,20019
2020-10-15,1210,2020-10-15,2020,10,20147561,7,4600 B/O Martin Luther King Jr Ave SW,Sexual Orientation,Not Reported,Simple Assault,4600  Martin Luther King Jr Ave SW Washington DC,"4600, Martin Luther King Junior Avenue Southwest, Bellevue, Washington, District of Columbia, 20032, United States",38.824294,-77.01208,20375
2020-10-16,1707,2020-10-16,2020,10,20148268,5,900 B/O Rhode Island Ave NE,Gender Identity/Expression,Not Reported,Simple Assault,900  Rhode Island Ave NE Washington DC,"900, Rhode Island Avenue Northeast, Washington, District of Columbia, 20018, United States",38.922167,-76.993773,20018
2020-10-17,1749,2020-10-17,2020,10,20148749,3,1700 B/O Columbia Rd NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,1700  Columbia Rd NW Washington DC,"Ontario 17, 1700, Columbia Road Northwest, Washington, District of Columbia, 20009, United States",38.92458325,-77.03931988363308,20009
2020-10-17,2210,2020-10-17,2020,10,20148890,4,5800 B/O Georgia Ave NW,Sexual Orientation,Not Reported,Simple Assault,5800  Georgia Ave NW Washington DC,"Georgia Avenue Northwest, Takoma, Washington, District of Columbia, 20012, United States",38.9837103,-77.0265877,20012
2020-10-10,251,2020-10-21,2020,10,20150825,4,600 B/O Irving ST NW,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,600  Irving ST NW Washington DC,"600, Irving Street Northwest, Park View, Washington, District of Columbia, 20010, United States",38.9289837,-77.0210196,20010
2020-10-21,1538,2020-10-21,2020,10,20150812,2,2500 B/O Massachusetts Ave NW,Race,Black,Damage/Defacing/Destruction of Property,2500  Massachusetts Ave NW Washington DC,"2500, Massachusetts Avenue Northwest, Kalorama Heights, Washington, District of Columbia, 20008, United States",38.91520980973162,-77.05499877069762,20008
2020-10-29,1223,2020-10-29,2020,10,20154832,4,900 B/O Peabody St NW,Race,Black,Simple Assault,900  Peabody St NW Washington DC,"900, Peabody Street Northwest, Brightwood, Washington, District of Columbia, 20011, United States",38.96262,-77.026122,20011
2020-11-09,229,2020-11-09,2020,11,20160241,5,700 B/O K St NE,Gender Identity/Expression,Not Reported,ADW,700  K St NE Washington DC,"700, K Street Northeast, Near Northeast, Washington, District of Columbia, 20002, United States",38.902594,-76.996002,20002
2020-11-10,941,2020-11-10,2020,11,20160871,2,2100 B/O P ST NW,Ethnicity/National Origin,Chinese,Simple Assault,2100  P ST NW Washington DC,"Vintage 78, 2100, P Street Northwest, Dupont Circle, Washington, District of Columbia, 20036-5305, United States",38.9094741,-77.0468669,20036
2020-11-14,1615,2020-11-14,2020,11,20163102,2,1000 B/O G St NW,Political Affiliation,Not Reported,Simple Assault,1000  G St NW Washington DC,"1000, G Street Northwest, Downtown, Washington, District of Columbia, 20005, United States",38.898236,-77.026148,20005
2020-11-14,2011,2020-11-15,2020,11,20163191,2,1300 B/O Pennsylvania Ave NW,Political Affiliation,Not Reported,Riot Act,1300  Pennsylvania Ave NW Washington DC,"Woodrow Wilson International Center for Scholars, 1300, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20004, United States",38.8933288,-77.030034,20004
2020-11-15,1600,2020-11-15,2020,11,20163515,2,800 B/O 16th St NW,Political Affiliation,Not Reported,Simple Assault,800  16th St NW Washington DC,"Hay-Adams Hotel, 800, Black Lives Matter Plaza Northwest, Golden Triangle, Washington, District of Columbia, 20006, United States",38.90050395,-77.03689992471391,20006
2020-11-15,0,2020-11-16,2020,11,20163994,2,5600 B/O Nevada Ave NW,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,5600  Nevada Ave NW Washington DC,"5600, Nevada Avenue Northwest, Chevy Chase, Washington, District of Columbia, 20015, United States",38.965014,-77.070354,20015
2020-11-21,1352,2020-11-21,2020,11,20166437,2,1500 B/O 14th St NW,Political Affiliation,Not Reported,Simple Assault,1500  14th St NW Washington DC,"1500, 14th Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 2005, United States",38.9098635,-77.0322776,20005
2020-11-25,1820,2020-11-25,2020,11,20168473,1,100 B/O P St NW,Sexual Orientation,Not Reported,Threats,100  P St NW Washington DC,"100, P Street Northwest, Truxton Circle, Washington, District of Columbia, 20001, United States",38.909557,-77.012318,20001
2020-11-27,1135,2020-11-27,2020,11,20169151,5,1600 B/O 1st St NE,Race,Black,Threats,1600  1st St NE Washington DC,"1600, 1st Street Northeast, Eckington, Washington, District of Columbia, 20002, United States",38.911241,-77.00665,20002
2020-12-06,1234,2020-12-06,2020,12,20173485,1,700 B/O F St NE,Ethnicity/National Origin,Asian,Simple Assault,700  F St NE Washington DC,"Adams Market, 700, F Street Northeast, Stanton Park, Washington, District of Columbia, 20002, United States",38.8975407,-76.9959815,20002
2020-12-07,1527,2020-12-07,2020,12,20174403,1,100 B/O G St SW ,Ethnicity/National Origin,Black,Threats,100  G St SW  Washington DC,"100, G Street Southwest, Southwest Waterfront, Washington, District of Columbia, 20024, United States",38.881205,-77.01261,20024
2020-12-11,2349,2020-12-12,2020,12,20176149,2,1500 B/O K St NW,Political Affiliation,Not Reported,Simple Assault,1500  K St NW Washington DC,"WashingtonFirst Bank, 1500, K Street Northwest (access road), Golden Triangle, Washington, District of Columbia, 20420, United States",38.9021892,-77.0349358,20420
2020-12-12,2030,2020-12-12,2020,12,20176565,2,1100 B/O 14th St NW,Race,Black,Simple Assault,1100  14th St NW Washington DC,"1100, 14th Street Northwest, Downtown, Washington, District of Columbia, 20005, United States",38.903861,-77.032052,20005
2020-02-12,1600,2020-12-13,2020,12,20176781,2,1500 B/O M St NW,Race,Black,Damage/Defacing/Destruction of Property,1500  M St NW Washington DC,"1500, M Street Northwest, Golden Triangle, Washington, District of Columbia, 20005, United States",38.905565,-77.034725,20005
2020-12-12,1800,2020-12-13,2020,12,20176767,2,900 B/O 11th St NW,Race,Black,Damage/Defacing/Destruction of Property,900  11th St NW Washington DC,"900, 11th Street Northwest, Downtown, Washington, District of Columbia, 20001, United States",38.901457,-77.027139,20001
2020-12-12,1500,2020-12-13,2020,12,20176873,2,900 B/O Massachusetts Ave NW,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,900  Massachusetts Ave NW Washington DC,"Mount Vernon Place United Methodist Church, 900, Massachusetts Avenue Northwest, Washington, District of Columbia, 20001, United States",38.90282635,-77.02489069685232,20001
2020-12-15,1522,2020-12-15,2020,12,20177768,5,1700 B/O Rhode Island Ave NE,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,1700  Rhode Island Ave NE Washington DC,"Washington District of Columbia Police Department - Youth Investigations and Family Violence, 1700, Rhode Island Avenue Northeast, Northeast, Washington, District of Columbia, 20018, United States",38.9273149,-76.98047190291646,20018
2020-12-21,1802,2020-12-21,2020,12,20180662,3,3000 B/O 16th St NW,Sexual Orientation,Not Reported,Threats,3000  16th St NW Washington DC,"3000, 16th Street Northwest, Washington, District of Columbia, 20009, United States",38.92728,-77.036587,20012
2020-10-12,1500,2020-12-22,2020,12,20181259,2,4500 B/O 40th St NW,Gender Identity/Expression,Not Reported,Threats,4500  40th St NW Washington DC,"4500, 40th Street Northwest, Tenleytown, American University Park, Washington, District of Columbia, 20016, United States",38.948026,-77.078855,20016
2020-12-23,1452,2020-12-23,2020,12,20181549,2,1300 B/O Pennslylvania Abe NW,Ethnicity/National Origin,Jewish,Displaying Symbols,1300  Pennsylvania Ave NW Washington DC,"Woodrow Wilson International Center for Scholars, 1300, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20004, United States",38.8933288,-77.030034,20004
2020-12-30,446,2020-12-30,2020,12,20184289,7,1200 B/O U St SE,Gender Identity/Expression,Not Reported,ADW,1200  U St SE Washington DC,"1200, U Street Southeast, Anacostia, Washington, District of Columbia, 20020, United States",38.86648898739677,-76.98812193262117,20020
2021-01-06,2245,2021-01-06,2021,1,21002827,5,2700 B/O New York Ave NE,Ethnicity/National Origin,Jewish,Displaying Symbols,2700  New York Ave NE Washington DC,"Days Inn Gateway, 2700, New York Avenue Northeast, Arboretum, Washington, District of Columbia, 20018, United States",38.9179769,-76.9705995,20018
2021-01-07,822,2021-01-07,2021,1,21002939,2,900 B/O 17th St NW,Race,Black,Threats,900  17th St NW Washington DC,"Truist, 900, 17th Street Northwest, Golden Triangle, Washington, District of Columbia, 20006, United States",38.9015995,-77.0398021,20006
2021-01-09,16,2021-01-09,2021,1,21003823,4,Unit B/O Sherman Cir NW,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,  Sherman Cir NW Washington DC,"Sherman Circle Northwest, Petworth, Washington, District of Columbia, 2011, United States",38.9473041,-77.021176,20011
2021-01-14,735,2021-01-14,2021,1,21006087,2,4400 B/O Connecticut Ave NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,4400  Connecticut Ave NW Washington DC,"Days Inn Connecticut Ave, 4400, Connecticut Avenue Northwest, Washington, District of Columbia, 20015, United States",38.9469838,-77.0655634,20015
2021-01-15,1400,2021-01-16,2021,1,21007133,3,1800 B/O Clydesdale Pl NW,Race,Black,Threats,1800  Clydesdale Pl NW Washington DC,"1800, Clydesdale Place Northwest, Lanier Heights, Washington, District of Columbia, 20009, United States",38.9264,-77.042998,20009
2021-01-16,1933,2021-01-16,2021,1,21007312,3,1600 B/O 16th ST NW,Race,Black,Threats,1600  16th ST NW Washington DC,"Sixteen Hundred Apartments, 1600, 16th Street Northwest, Dupont Circle, Washington, District of Columbia, 20012, United States",38.91132399999999,-77.03696668842349,20012
2021-01-19,1541,2021-01-19,2021,1,21008545,3,1500 B/O Park Rd NW,Ethnicity/National Origin,Latino/Hispanic,ADW,1500  Park Rd NW Washington DC,"1500, Park Road Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.931023,-77.035058,20010
2021-01-20,1809,2021-01-20,2021,1,21009042,3,1100 B/O U St NW,Sexual Orientation,Not Reported,Simple Assault,1100  U St NW Washington DC,"1100, U Street Northwest, Greater U Street Historic District, Washington, District of Columbia, 20060, United States",38.9168439,-77.027265,20060
2021-01-04,1845,2021-01-25,2021,1,21010978,7,2200 B/O Hunter Pl SE,Race,Black,Damage/Defacing/Destruction of Property,2200  Hunter Pl SE Washington DC,"2200, Hunter Place Southeast, Anacostia, Washington, District of Columbia, 20020, United States",38.859668,-76.984083,20020
2021-01-26,1619,2021-01-26,2021,1,21011703,2,1200 B/O 33rd St NW,Ethnicity/National Origin,Chinese,Simple Assault,1200  33rd St NW Washington DC,"1200, 33rd Street Northwest, Georgetown, Washington, District of Columbia, 20007, United States",38.905227,-77.066156,20007
2021-01-26,1905,2021-01-26,2021,1,21011796,5,1000 B/O Mount Olivet Rd NE,Sexual Orientation,Not Reported,Simple Assault,1000  Mount Olivet Rd NE Washington DC,"1000, Mount Olivet Road Northeast, Ivy City, Washington, District of Columbia, 20002, United States",38.9120591805444,-76.98908352031722,20002
2021-02-10,1612,2021-02-10,2021,2,21018353,2,1700 B/O Pennsylvania Ave NW,Race,Black,Simple Assault,1700  Pennsylvania Ave NW Washington DC,"Wells Fargo, 1700, Pennsylvania Avenue Northwest, Golden Triangle, Washington, District of Columbia, 20006, United States",38.8986346,-77.0399253,20006
2021-02-13,123,2021-02-13,2021,2,21020755,2,1500 B/O 16th St NW,Ethnicity/National Origin,Jewish,Displaying Symbols,1500  16th St NW Washington DC,"Foundry United Methodist Church, 1500, 16th Street Northwest, Dupont Circle, Washington, District of Columbia, 20012, United States",38.91003865,-77.03698872538911,20012
2021-03-02,1515,2021-03-02,2021,3,21027015,5,100 B/O R St NE,Ethnicity/National Origin,Jewish,Displaying Symbols,100  R St NE Washington DC,"100, R Street Northeast, Eckington, Washington, District of Columbia, 20002, United States",38.912677,-77.006387,20002
2021-03-04,2030,2021-03-04,2021,3,21028370,1,400 B/O K St NW,Race,Asian,Simple Assault,400  K St NW Washington DC,"400, K Street Northwest, Mount Vernon Square, Washington, District of Columbia, 20001, United States",38.902438,-77.016332,20001
2021-03-05,2017,2021-03-05,2021,3,21028665,5,1900 B/O Bladensburg Rd NE,Race,White,Threats,1900  Bladensburg Rd NE Washington DC,"1900, Bladensburg Road Northeast, Arboretum, Washington, District of Columbia, 20002, United States",38.915974,-76.973817,20002
2021-03-10,2045,2021-03-10,2021,3,21030972,5,3600 B/O 12th ST NE,Ethnicity/National Origin,Chinese,Threats,3600  12th ST NE Washington DC,"3600, 12th Street Northeast, Brookland, Washington, District of Columbia, 20017, United States",38.9336954,-76.9912363,20018
2021-03-13,1303,2021-03-13,2021,3,21032249,5,1300 B/O Bryant St NE,Race,Black,Threats,1300  Bryant St NE Washington DC,"1300, Bryant Street Northeast, Brentwood, Washington, District of Columbia, 20018, United States",38.92118,-76.988977,20260
2021-03-14,1900,2021-03-14,2021,3,21033334,2,1400 B/O Rhode Island Ave NW,Ethnicity/National Origin,Jewish,Displaying Symbols,1400  Rhode Island Ave NW Washington DC,"7-Eleven, 1400, Rhode Island Avenue Northwest, Logan Circle/Shaw, Dupont Circle, Washington, District of Columbia, 2005, United States",38.9085324,-77.0321538,20005
2021-03-17,1045,2021-03-17,2021,3,21034649,2,3400 B/O Connecticut Ave NW,Ethnicity/National Origin,Ethiopian,Threats,3400  Connecticut Ave NW Washington DC,"Xfinity, 3400, Connecticut Avenue Northwest, Northwest, Cleveland Park, Washington, District of Columbia, 20008, United States",38.9343448,-77.0584138,20008
2021-03-20,1958,2021-03-20,2021,3,21035703,3,1900 B/O 2nd ST NW,Sexual Orientation,Not Reported,ADW,1900  2nd ST NW Washington DC,"1900, 2nd Street Northwest, Shaw, Common Good Farm, Washington, District of Columbia, 20001, United States",38.916395,-77.014536,20001
2021-03-23,1052,2021-03-23,2021,3,21036861,1,300 B/O E St SW,Race,Black,Damage/Defacing/Destruction of Property,300  E St SW Washington DC,"300, E Street Southwest, Southwest Employment Area, Washington, District of Columbia, 20024, United States",38.883158,-77.015343,20546
2021-03-26,1843,2021-03-26,2021,3,21038453,1,400 B/O 7th St SW,Ethnicity/National Origin,Chinese,Simple Assault,400  7th St SW Washington DC,"Federal Housing Finance Agency, 400, 7th Street Southwest, Southwest Employment Area, Washington, District of Columbia, 20219, United States",38.8842141,-77.0215121,20219
2021-03-26,1100,2021-03-26,2021,3,21038249,1,300 B/O A St SE,Race,Black,Displaying Symbols,300  A St SE Washington DC,"300, A Street Southeast, Capitol Hill, Washington, District of Columbia, 20003, United States",38.888761,-77.001876,20003
2021-03-28,2341,2021-03-29,2021,3,21039497,5,1500 B/O Queen St NE,Race,Black,Threats,1500  Queen St NE Washington DC,"1500, Queen Street Northeast, Carver, Washington, District of Columbia, 20002, United States",38.905163,-76.981982,20002
2021-03-29,1430,2021-03-29,2021,3,21039732,1,600 B/O Pennsylvania Ave SE,Ethnicity/National Origin,Chinese,Simple Assault,600  Pennsylvania Ave SE Washington DC,"Citibank, 600, Pennsylvania Avenue Southeast, Capitol Hill, Washington, District of Columbia, 20003, United States",38.8856741,-76.9977061,20003
2021-03-29,1031,2021-03-31,2021,3,21040622,1,Unit B/O Massachusetts Ave NE,Ethnicity/National Origin,Asian,Threats,  Massachusetts Ave NE Washington DC,"Massachusetts Avenue Northeast, NoMa, Washington, District of Columbia, 20002, United States",38.8970854,-77.0079521,20002
2021-04-02,845,2021-04-02,2021,4,21041559,4,6700 B/O Georgia Ave NW,Sexual Orientation,Not Reported,Simple Assault,6700  Georgia Ave NW Washington DC,"Georgia Avenue Northwest, Takoma, Washington, District of Columbia, 20012, United States",38.9837103,-77.0265877,20012
2021-04-02,850,2021-04-02,2021,4,21041567,4,1600 B/O Jonquil St NW,Sexual Orientation,Not Reported,Simple Assault,1600  Jonquil St NW Washington DC,"Ohev Sholom - National Synagogue, 1600, Jonquil Street Northwest, Colonial Village, Shepherd Park, Washington, District of Columbia, 20012, United States",38.9839473,-77.03688837394179,20012
2021-04-02,1601,2021-04-02,2021,4,21041712,3,3100 B/O 14th St NW,Ethnicity/National Origin,Pakistani,Simple Assault,3100  14th St NW Washington DC,"Letena, 3100, 14th Street Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.9303999,-77.0335651,20010
2021-04-04,1906,2021-04-04,2021,4,21042735,4,3400 B/O Georgia Ave NW,Ethnicity/National Origin,Chinese,Threats,3400  Georgia Ave NW Washington DC,"3400, Georgia Avenue Northwest, Pleasant Plains, Washington, District of Columbia, 20012, United States",38.93228165,-77.02412737256924,20012
2021-04-05,2130,2021-04-05,2021,4,21043301,1,400 B/O D St NE,Race,Black,Simple Assault,400  D St NE Washington DC,"400, D Street Northeast, Stanton Park, Washington, District of Columbia, 20002, United States",38.89487,-76.999999,20002
2021-04-06,2332,2021-04-07,2021,4,21043895,5,200 B/O L St NE,Gender Identity/Expression,Not Reported,ADW,200  L St NE Washington DC,"200, L Street Northeast, NoMa, Near Northeast, Washington, District of Columbia, 20002, United States",38.903813,-77.003412,20002
2021-04-07,1948,2021-04-07,2021,4,21044346,2,1500 B/O 21st ST NW,Ethnicity/National Origin,Jewish,Displaying Symbols,1500  21st ST NW Washington DC,"1500, 21st Street Northwest, West End, Dupont Circle, Washington, District of Columbia, 20009, United States",38.9097831,-77.0468289,20009
2021-04-09,1700,2021-04-09,2021,4,21045246,5,500 B/O Oklahoma Ave NE,Race,White,Simple Assault,500  Oklahoma Ave NE Washington DC,"500, Oklahoma Avenue Northeast, Carver, Washington, District of Columbia, 20002, United States",38.895862,-76.971323,20002
2021-04-11,1315,2021-04-11,2021,4,21046067,5,1500 B/O New York Ave NE,Gender Identity/Expression,Not Reported,Threats,1500  New York Ave NE Washington DC,"1500, New York Avenue Northeast, Ivy City, Washington, District of Columbia, 20002, United States",38.91557711111111,-76.98576262393162,20002
2021-04-11,1840,2021-04-11,2021,4,21046194,5,Unit B/O Florida Ave  NE,Sexual Orientation,Not Reported,Threats,Florida Ave NE Washington DC,"Florida Avenue Northeast, Washington, District of Columbia, 20242, United States",38.9074746,-77.0012407,20002
2021-04-15,1820,2021-04-15,2021,4,21048092,3,300 B/O Elm St NW,Ethnicity/National Origin,Asian,Simple Assault,300  Elm St NW Washington DC,"300, Elm Street Northwest, Le Droit Park, Common Good Farm, Washington, District of Columbia, 20001, United States",38.91735503559456,-77.01664247649607,20001
2021-04-17,1510,2021-04-19,2021,4,21049761,1,Unit B/O H St NW,Ethnicity/National Origin,Asian,Simple Assault,  H St NW Washington DC,"H St NW, Foggy Bottom, Washington, District of Columbia, 20037, United States",38.8995791,-77.0531535,20037
2021-04-21,2015,2021-04-21,2021,4,21050906,2,1100 B/O 24th St NW,Race,Black,Threats,1100  24th St NW Washington DC,"1100, 24th Street Northwest, West End, Washington, District of Columbia, 20037, United States",38.903864,-77.051516,20037
2021-04-21,2240,2021-04-22,2021,4,21050970,3,1800 B/O 14th St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,1800  14th St NW Washington DC,"1800, 14th Street Northwest, Cardozo/Shaw, Washington, District of Columbia, 20009, United States",38.914217,-77.032054,20009
2021-04-24,1240,2021-04-24,2021,4,21052163,1,800 B/O F St NW,Ethnicity/National Origin,Asian,Simple Assault,800  F St NW Washington DC,"Shake Shack, 800, F Street Northwest, Penn Quarter, Washington, District of Columbia, 20004, United States",38.8970578,-77.0237893,20004
2021-04-24,2030,2021-04-24,2021,4,21052372,3,1900 B/O 14th St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,1900  14th St NW Washington DC,"1900, 14th Street Northwest, Cardozo/Shaw, Washington, District of Columbia, 2005, United States",38.9157027,-77.0322117,20009
2021-04-24,1700,2021-04-25,2021,4,21052704,6,4700 B/O Sheriff Rd NE,Sexual Orientation,Not Reported,Threats,4700  Sheriff Rd NE Washington DC,"4700, Sheriff Road Northeast, Deanwood, Washington, District of Columbia, 20019, United States",38.902899,-76.935476,20019
2021-04-25,1142,2021-04-25,2021,4,21052594,2,1200 B/O 35th St NW,Ethnicity/National Origin,Japanese,Damage/Defacing/Destruction of Property,1200  35th St NW Washington DC,"1200, 35th Street Northwest, Georgetown, Washington, District of Columbia, 20007, United States",38.905174,-77.069065,20007
2021-04-26,2142,2021-04-26,2021,4,21053269,2,3400 B/O Connecticut Ave NW,Ethnicity/National Origin,Ethiopian,Threats,3400  Connecticut Ave NW Washington DC,"Xfinity, 3400, Connecticut Avenue Northwest, Northwest, Cleveland Park, Washington, District of Columbia, 20008, United States",38.9343448,-77.0584138,20008
2021-05-04,1346,2021-05-04,2021,5,21057281,5,1300 B/O 14th St NE,Ethnicity/National Origin,Chinese,Simple Assault,1300  14th St NE Washington DC,"14th Street Northeast, Near Northeast, Washington, District of Columbia, 20002, United States",38.9001563,-76.985505,20002
2021-05-05,1455,2021-05-07,2021,5,21058845,1,Unit B/O H St NW,Ethnicity/National Origin,Asian,Threats,  H St NW Washington DC,"H St NW, Foggy Bottom, Washington, District of Columbia, 20037, United States",38.8995791,-77.0531535,20037
2021-05-07,2322,2021-05-08,2021,5,21059162,1,1100 B/O 4th ST SW,Sexual Orientation,Not Reported,Threats,1100  4th ST SW Washington DC,"Safeway, 1100, 4th Street Southwest, Southwest Waterfront, Washington, District of Columbia, 20024, United States",38.8774173,-77.0172181,20024
2021-05-09,1130,2021-05-09,2021,5,21059821,1,1500 B/O Potomac Ave SE,Race,White,Simple Assault,1500  Potomac Ave SE Washington DC,"1500, Potomac Avenue Southeast, Hill East, Washington, District of Columbia, 20003, United States",38.881406,-76.983069,20003
2021-05-09,2154,2021-05-09,2021,5,21060076,1,700 B/O 2nd St NE,Race,Black,Simple Assault,700  2nd St NE Washington DC,"700, 2nd Street Northeast, NoMa, Near Northeast, Washington, District of Columbia, 20002, United States",38.8994579,-77.00394767069504,20002
2021-05-10,329,2021-05-10,2021,5,21060180,4,500 B/O Georgia Ave NW,Ethnicity/National Origin,Ethiopian,ADW,500  Georgia Ave NW Washington DC,"Georgia Avenue Northwest, Takoma, Washington, District of Columbia, 20012, United States",38.9837103,-77.0265877,20012
2021-05-12,1620,2021-05-12,2021,5,21061601,1,600 B/O H St NW,Ethnicity/National Origin,Chinese,Threats,600  H St NW Washington DC,"600, H Street Northwest, Chinatown, Washington, District of Columbia, 20001, United States",38.899729,-77.020065,20001
2021-05-12,2110,2021-05-13,2021,5,21061763,2,1400 B/O 14th St NW,Race,Black,Simple Assault,1400  14th St NW Washington DC,"Mai Place DC, 1400, 14th Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20005, United States",38.90898285,-77.03225563481675,20005
2021-05-14,1821,2021-05-14,2021,5,21062702,6,700 B/O 51st St NE,Sexual Orientation,Not Reported,ADW,700  51st St NE Washington DC,"700, 51st Street Northeast, Deanwood, Washington, District of Columbia, 20019, United States",38.898473,-76.927566,20019
2021-05-18,2003,2021-05-19,2021,5,21065047,4,1400 B/O Otis Pl NW,Sexual Orientation,Not Reported,Threats,1400  Otis Pl NW Washington DC,"1400, Otis Place Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.934902,-77.032915,20010
2021-05-20,900,2021-05-20,2021,5,21065727,3,1100 B/O Massachusetts Ave NW,Ethnicity/National Origin,Jewish,Displaying Symbols,1100  Massachusetts Ave NW Washington DC,"1100, Massachusetts Avenue Northwest, Washington, District of Columbia, 20005, United States",38.903924,-77.027234,20005
2021-05-25,1615,2021-05-25,2021,5,21068703,1,800 B/O 5th St NW,Ethnicity/National Origin,Black,Simple Assault,800  5th St NW Washington DC,"800, 5th Street Northwest, Chinatown, Washington, District of Columbia, 20001, United States",38.899934,-77.019031,20001
2021-05-30,1813,2021-05-30,2021,5,21071427,6,200 B/O 57th St NE,Gender Identity/Expression,Not Reported,Simple Assault,200  57th St NE Washington DC,"200, 57th Street Northeast, Grant Park, Washington, District of Columbia, 20019, United States",38.891155,-76.920138,20019
2021-05-31,38,2021-05-31,2021,5,21071577,2,1100 B/O K St NW,Race,Black,Sexual Abuse,1100  K St NW Washington DC,"1100, K Street Northwest (access road), Golden Triangle, Washington, District of Columbia, 20036, United States",38.90389425,-77.03701503311464,20036
2021-06-06,1752,2021-06-06,2021,6,21075211,5,1600 B/O Benning Rd NE,Gender Identity/Expression,Not Reported,ADW,1600  Benning Rd NE Washington DC,"1600, Benning Road Northeast, Carver, Washington, District of Columbia, 20002, United States",38.9002618,-76.9798435,20002
2021-06-07,1720,2021-06-07,2021,6,21075727,1,Unit B/O Q St SW,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,  Q St SW Washington DC,"Q Street Southwest, Buzzard Point, Washington, District of Columbia, 20024, United States",38.8707462,-77.010652,20024
2021-06-08,1331,2021-06-08,2021,6,21076169,3,1700 B/O Lanier Pl NW,Race,Black,Simple Assault,1700  Lanier Pl NW Washington DC,"1700, Lanier Place Northwest, Lanier Heights, Washington, District of Columbia, 20009, United States",38.92551417248747,-77.04032759975095,20009
2021-06-12,1500,2021-06-12,2021,6,21078458,3,500 B/O Florida Ave NW,Sexual Orientation,Not Reported,ADW,500  Florida Ave NW Washington DC,"500, Florida Avenue Northwest, Shaw, Common Good Farm, Washington, District of Columbia, 20001, United States",38.914988,-77.019114,20001
2021-06-12,300,2021-06-13,2021,6,21078810,4,3100 B/O Georgia Ave NW,Ethnicity/National Origin,Ethiopian,ADW,3100  Georgia Ave NW Washington DC,"3100, Georgia Avenue Northwest, Pleasant Plains, Washington, District of Columbia, 20012, United States",38.9291733,-77.0235012,20012
2021-06-16,750,2021-06-16,2021,6,21080594,2,1200 B/O Massachusetts Ave NW,Ethnicity/National Origin,Latino/Hispanic,Threats,1200  Massachusetts Ave NW Washington DC,"1200, Massachusetts Avenue Northwest, Washington, District of Columbia, 20005, United States",38.904279,-77.028266,20005
2021-06-16,2115,2021-06-17,2021,6,21081155,3,1200 B/O Girard St NW,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,1200  Girard St NW Washington DC,"1200, Girard Street Northwest, Columbia Heights, Washington, District of Columbia, 20009, United States",38.92566568110646,-77.02838287524817,20009
2021-06-17,112,2021-06-17,2021,6,21080991,3,1700 B/O Columbia Rd NW,Ethnicity/National Origin,Asian,Simple Assault,1700  Columbia Rd NW Washington DC,"Ontario 17, 1700, Columbia Road Northwest, Washington, District of Columbia, 20009, United States",38.92458325,-77.03931988363308,20009
